表格,FCA编号,中文名称,CAS号,使用范围和最大使用量/%,SML/QM/(mg/kg),SML(T)/(mg/kg),SML(T),分组编号,其他要求
A2,FCA0284,2-甲基丙烯酸与 2-甲基丙烯酸乙酯和丙烯酸甲酯的聚合物,65859-05-4,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A2,FCA0285,2-甲基丙烯酸与丙烯酸乙酯和 2-甲基丙烯酸甲酯聚合物的铵盐,55989-05-4,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A2,FCA0286,"2-甲基丙烯酸与环氧氯丙烷、苯乙烯和 4,4'-(1-甲基亚乙基 )双酚的聚合物 ;双酚 A-表氯醇 -甲基丙烯酸 -苯乙烯共聚物 ;双酚 A-环氧氯丙烷 -甲基丙烯酸 -苯乙烯共聚物",28262-39-7,按生产需要适量使用  0.6(双酚 A:SML);1(环氧氯丙烷,:QM);ND(环氧氯丙烷,":SML,DL=0.01mg/kg)",6,,23 不得用于生产婴幼儿专用食品接触材料及制品
A2,FCA0295,"2-羟基苯甲酸 -4-(1,1-二甲基乙基 )苯基酯",87-18-3,按生产需要适量使用  12(SML),,,,,
A2,FCA0301,"2-溴 -2-硝基 -1,3-丙二醇",52-51-7,0.01,,,,,
A2,FCA0309,2-乙基己酸铈,24593-34-8,按生产需要适量使用,,,,,
A2,FCA0310,2-乙基己酸锡,301-10-0,"1 0.18(以锡计 ,SML) 仅用于聚氨酯涂料树脂催化剂",,,,,
A2,FCA0311,2-乙基己酸锌,136-53-8,按生产需要适量使用 锌元素 SML应符合附录 C规定,,,,,
A2,FCA0315,"3,3,4,4,5,5,6,6,6-九氟 -1-己烯、乙烯、四氟乙烯的共聚物",68258-85-5,按生产需要适量使用  0.05(四氟乙烯 :SML),,,,,
A2,FCA0321,"3,4,5-三羟基苯甲酸正丙酯",121-79-9,按生产需要适量使用  30 20,,,,,
A2,FCA0324,"3,5-二 (1,1-二甲基乙基 )-4-羟基 -苯丙酸 -1,6-己二基酯",35074-77-2,0.1 6(SML),,,,,
A2,FCA0326,"3,5-二甲基 -1-己炔 -3-醇",107-54-0,0.53,,,,,
A2,FCA0335,3-氨基丙基三乙氧基硅烷,919-30-2,按生产需要适量使用  0.05(SML),,,,,
A2,FCA0336,3-丁烯 -2-醇,598-32-3,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A2,FCA0339,4-(1-甲基 -1-苯乙基 )苯酚,599-64-4,按生产需要适量使用  0.05(SML),,,,,
A2,FCA0340,"4,4'-(1-甲基亚乙基 )双苯酚与 (氯甲基 )环氧乙烷的聚合物",25068-38-6;25085-99-8,按生产需要适量使用  0.6(双酚 A:SML);1(环氧氯丙烷,:QM);ND(环氧氯丙烷,":SML,DL=0.01mg/kg)",不得用于生产婴幼儿专用食品接触材料及制品,,
A2,FCA0341,"4,4'-双 (苯并唑 -2-基 )二苯乙烯",1533-45-5,"按生产需要适量使用  0.05(SML) 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0342,"4,4'-磺酰基二苯酚与 1,1'-磺酰基二 (4-氯苯 )的聚合物",25608-63-3,"按生产需要适量使用  0.05(双酚 S:SML);0.05(4,4'-二氯二苯砜",:SML),,,,
A2,FCA0346,"4,4'-亚基双环己胺",1761-71-3,1.15 0.05(SML),,,,,
A2,FCA0348,"4,5-二氯 -2-[[4,5-二氢 -3-甲基 -5-氧代 -1-(3-磺酰氧基苯基 )-1H-吡唑 -4-基 ]偶氮 ]苯磺酸二钠",65212-76-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0349,"4,5-二氢 -5-氧代 -1-(4-磺基苯基 )-4-[4-磺基苯基 -偶氮 ]-1H-吡唑 -3-羧酸的三钠盐",1934-21-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0358,"5-氨基 -1,3,3-三甲基环己甲胺",2855-13-2,按生产需要适量使用  6(SML),,,,,
A2,FCA0364,5-氯 -2-甲基 -2H-异噻唑 -3-酮,26172-55-4,0.0025,,,,,
A2,FCA0365,5-氯 -2-甲基 -3(2H)-异噻唑酮和 2-甲基 -3(2H)-异噻唑酮的混合物 (3∶1),55965-84-9,0.0025,,,,,
A2,FCA0374,a-呋喃甲醇,98-00-0,按生产需要适量使用,,,,,
A2,FCA0381,C.I.溶剂红 111;1-(甲氨基 )蒽醌,82-38-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0382,"C.I.溶剂红 135;C.I.油溶红 135;8,9,10,11-四氯 -12H-酞吡呤 -12-酮",20749-68-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0391,"C.I.溶剂蓝 97;1,4-二 [(2,6-二乙基 -4-甲基苯基 )氨基 ]-9,10-蒽二酮",32724-62-2;61969-44-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0392,"C.I.溶剂绿 3;1,4-二对甲苯氨基蒽醌",128-80-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0393,"C.I.溶剂紫 13;1-羟基 -4-[(4-甲基苯基 )氨基 ]-9,10-蒽二酮",81-48-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0395,C.I.颜料白 21;硫酸钡,7727-43-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;钡元素 SML应符合附录 C规定",,,,,
A2,FCA0396,C.I.颜料白 4;氧化锌,1314-13-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;锌元素 SML应符合附录 C规定",,,,,
A2,FCA0397,C.I.颜料白 6;二氧化钛,13463-67-7;1317-80-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0398,C.I.颜料橙 13,3520-72-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0399,C.I.颜料橙 16,6505-28-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0401,"C.I.颜料橙 43;双苯并咪唑 [2,1-b:2',1'-i]苯并 [lmn][3.8]菲咯啉 -8,17-二酮",4424-06-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0402,"C.I.颜料橙 61;2,3,4,5-四氯代 -6-氰基 -苯甲酸甲酯与 4-[(4-氨基苯基 )偶氮 ]-3-甲基苯胺和甲醇钠的反应产物",106276-78-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0403,"C.I.颜料橙 64;5-(2,3-二氢 -6-甲基 -2-氧代 -1H-苯并咪唑 -5-基 )偶氮 -6-羟基 -2,4(1H ,3H )-嘧啶三酮",72102-84-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0404,"C.I.颜料橙 68;[1,3-二氢 -5,6-双 [[(2-羟基 -1-萘基 )亚甲基 ]氨基 ]-2H-苯并咪唑 -2-酮 (2-)-N5,N6,O5,O6]-,(SP-4-2)合镍",42844-93-9,"按生产需要适量使用  0.01(以镍计 ,SML) 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0405,C.I.颜料橙 71,84632-50-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0406,C.I.颜料黑 11;氧化铁黑,12227-89-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铁元素 SML应符合附录 C规定",,,,,
A2,FCA0409,C.I.颜料黑 7;炭黑,1333-86-4,"按生产需要适量使用 甲苯萃取物小于 1%,苯并 [a]芘含量小于 0.25mg/kg;应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0410,C.I.颜料红 101;三氧化二铁 ;氧化铁,1309-37-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铁元素 SML应符合附录 C规定",,,,,
A2,FCA0411,"C.I.颜料红 112;3-羟基 -N-(2-甲基苯基 )-4-[(2,4,5-三氯苯基 )偶氮 ]-2-萘甲酰胺",6535-46-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0412,"C.I.颜料红 122;5,12-二氢 -2,9-二甲基喹啉并 [2,3-b]吖啶 -7,14-二酮",980-26-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0413,C.I.颜料红 144,5280-78-4,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0414,"C.I.颜料红 146;N-(4-氯 -2,5-二甲氧基苯基 )-3-羟基 -4-[[2-甲氧基 -5-[(苯氨基 )羰基 ]苯基 ]偶氮 ]-2-萘甲酰胺",5280-68-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0416,"C.I.颜料红 166;N ,N'-1,4-亚苯基 -二 [4-(2,5-二氯苯基 )偶氮 ]-3-羟基萘 -2-甲酰胺",3905-19-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0417,C.I.颜料红 170;4-[(4-氨基甲酰苯基 )偶氮 ]-N-(2-乙氧苯基 )-3-羟基 -2-萘甲酰胺,2786-76-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0418,"C.I.颜料红 177;4,4'-二氨基 -[1,1'-联二蒽 ]-9,9',10,10'-四酮",4051-63-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0420,C.I.颜料红 179,5521-31-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0421,C.I.颜料红 181,2379-74-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0422,"C.I.颜料红 187;4-[[5-[[[4-(氨基羰基 )苯基 ]氨基 ]羰基 ]-2-甲氧基苯基 ]偶氮 ]-N-(5-氯 -2,4-二氧基苯基 )-3-羟基 -2-萘甲酰胺",59487-23-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0423,"C.I.颜料红 202;5,12-二氢 -2,9-二氯 -喹啉并 [2,3-b]吖啶 -7,14-二酮",3089-17-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0424,"C.I.颜料红 207;5,12-二氢 -4,11-二氯 -喹啉并 [2,3-b]吖啶 -7,14-二酮",3089-16-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0427,"C.I.颜料红 214;N ,N'-(2,5-二氯 -1,4-亚苯基 )双 [4-[(2,5-二氯苯基 )偶氮 ]-3-羟基 -2-萘甲酰胺 ]",40618-31-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0428,C.I.颜料红 220,68259-05-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0429,"C.I.颜料红 221;3,3'-[(2,5-二氯 -1,4-亚苯基 )二 [亚胺羰基 (2-羟基 -3,1-亚萘基 )偶氮 ]]二 [4-甲基苯甲酸异丙酯 ]",71566-54-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0431,C.I.颜料红 254,84632-65-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0432,C.I.颜料红 264,88949-33-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0433,C.I.颜料红 272,84632-66-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0434,C.I.颜料红 48:2,7023-61-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0436,C.I.颜料红 49:2;2-[2-羟基 -1-萘偶氮 -1-萘磺酸 ]钙盐 (2∶1),1103-39-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0437,C.I.颜料红 5,6410-41-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0438,C.I.颜料红 52:2,12238-31-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0439,"C.I.颜料红 57:1;3,3'-[(2,5-二氯 -1,4-亚苯基 )二 [亚胺羰基 (2-羟基 -3,1-亚萘基 )偶氮 ]]二 [4-甲基苯甲酸异丙酯 ]",5281-04-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0442,C.I.颜料黄 1;2-[(4-甲基 -2-硝基苯基 )偶氮 ]-3-氧代 -N-苯基丁酰胺,2512-29-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0443,C.I.颜料黄 109,5045-40-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0444,"C.I.颜料黄 110;3,3'-(1,4-亚苯基二亚氨基 )二 (4,5,6,7-四氯 -1H-异吲哚 )-1-酮",5590-18-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0446,"C.I.颜料黄 128;3,3'-[(2-氯 -5-甲基 -1,4-亚苯基 )二 [亚氨基 (1-乙酰基 -2-氧代 -2,1-乙二基 )偶氮 ]]双 [4-氯 -N-[2-(4-氯苯氧基 )-5-(三氟甲基 )苯基 ]苯甲酰胺",79953-85-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0447,C.I.颜料黄 13,5102-83-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0449,"C.I.颜料黄 14;2,2'-[(3,3'-二氯 [1,1'-联苯 ]4,4'-二基 )双 (偶氮 )]双 [N-(2-甲基苯基 )]-3-氧代丁酰胺",5468-75-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0450,"C.I.颜料黄 147;1,1'-[(6-苯基 -1,3,5-三嗪 -2,4二基 )二亚氨基 ]联蒽醌",4118-16-5,"0.25 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0451,"C.I.颜料黄 151;2-[[1-[[(2,3-二氢 -2-氧代 -1H-苯并咪唑 -5-基 )氨基 ]羰基 ]-2-氧代丙基 ]偶氮 ]苯甲酸",31837-42-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0453,C.I.颜料黄 168,71832-85-4,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0455,"C.I.颜料黄 181;N-[4-(氨基羰基 )苯基 ]-4-[[1-[[(2,3-二氢 -2-氧代 -1H-苯并咪唑 -5-基 )-氨基 ]羰基 ]-2-氧代丙基 ]偶氮 ]苯胺",74441-05-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0457,"C.I.颜料黄 191:1;4-氯 -2-[[4,5-二氢 -3-甲基 -5-氧代 -1-(3-磺基苯 )-1H-吡唑 -4-基 ]偶氮 ]-5-甲基苯磺酸二铵盐",154946-66-4,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0459,"C.I.颜料黄 215;4-甲基苯磺酸嘧啶并 [5,4-g]蝶啶 -2,4,6,8-氨的碱水解产物",346709-25-9,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0460,C.I.颜料黄 42,51274-00-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0461,C.I.颜料黄 42;水合氧化铁,20344-49-4,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铁元素 SML应符合附录 C规定",,,,,
A2,FCA0463,C.I.颜料黄 62,12286-66-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0464,C.I.颜料黄 65;2-[(4-甲氧基 -2-硝基苯基 )偶氮 ]-N-(2-甲氧基苯基 )-3-氧代丁酰胺,6528-34-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0466,C.I.颜料黄 83,5567-15-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0467,C.I.颜料黄 93,5580-57-4,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0469,C.I.颜料蓝 15:1,12239-87-1,"0.25 应符合着色剂纯度要求 ,见注 ;铜元素 SML应符合附录 C规定",,,,,
A2,FCA0470,C.I.颜料蓝 15;酞菁蓝 ;酞菁铜,147-14-8,"0.25 应符合着色剂纯度要求 ,见注 ;铜元素 SML应符合附录 C规定",,,,,
A2,FCA0471,C.I.颜料蓝 16;酞花青,574-93-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0472,C.I.颜料蓝 2;铝酸钴,1333-88-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;钴元素 SML应符合附录 C规定",,,,,
A2,FCA0473,C.I.颜料蓝 28;乳酸钴 ;钴铝蓝色尖晶石,1345-16-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;钴元素 SML应符合附录 C规定",,,,,
A2,FCA0474,C.I.颜料蓝 29,57455-37-5,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0476,C.I.颜料蓝 60,81-77-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0478,C.I.颜料绿 17;三氧化二铬,1308-38-9,"5 ND(以铬 (Ⅵ)计 ,SML,DL=0.01mg/kg) 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0479,"C.I.颜料绿 36;[9H,31H-酞菁 (2-)-N29,N30,N31,N32]-铜的溴化氯化物",68512-13-0,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铜元素 SML应符合附录 C规定",,,,,
A2,FCA0481,C.I.颜料绿 50;钛钴绿,68186-85-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;钴元素 SML应符合附录 C规定",,,,,
A2,FCA0482,C.I.颜料绿 7;酞菁绿 G;多氯酞花青铜,1328-53-6,"按生产需要适量使用 应符合着色剂纯度要求 ,见注 ;铜元素 SML应符合附录 C规定",,,,,
A2,FCA0484,"C.I.颜料紫 19;5,12-二氢 -喹啉并 [2,3-b]吖啶 -7,14-二酮",1047-16-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0485,C.I.颜料紫 2,1326-04-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0486,"C.I.颜料紫 23;8,18-二氯 -5,15-二乙基 -5,15-二氢二吲哚 [3,2-b:3' ,2'-m]三吩二嗪",215247-95-3;6358-30-1,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0488,"C.I.颜料紫 29;蒽 [2,1,9-def:6,5,10-d'e'f']二异喹啉 -1,3,8,10,(2H ,9H )-四酮",81-33-4,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0490,"C.I.颜料紫 37;N,N'-(6,13-二乙酰氨基 -2,9-二乙氧基 -3,10-三苯并二嗪二基 )二苯甲酰胺",17741-63-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0491,C.I.颜料棕 23,35869-64-8,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0492,C.I.颜料棕 24;铬锑钛棕,68186-90-3,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0493,C.I.颜料棕 6,52357-70-7,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A2,FCA0499,C10~C13烷基苯磺酸钠,68411-30-3,按生产需要适量使用  30(C10~C13烷基苯磺酸 :SML),,,,,
A2,FCA0500,C10~C16-醇,67762-41-8,按生产需要适量使用,,,,,
A2,FCA0505,C12~C16-烷基酯硫酸钠盐,73296-89-6,按生产需要适量使用,,,,,
A2,FCA0509,C16~C18-醇,67762-27-0,按生产需要适量使用,,,,,
A2,FCA0510,C16~C18和 C18不饱和单、双甘油酯,68424-61-3,按生产需要适量使用,,,,,
A2,FCA0516,D-酒石酸,87-69-4,按生产需要适量使用,,,,,
A2,FCA0527,"N ,N' ,N″-[(2,4,6-三氧代 -1,3,5-三嗪 -1,3,5-H (2H ,4H ,6H )-三基 )三 [亚甲基 (3,5,5-三甲基 -3,1-环己烷二基 )]]-三 [六氢化 -2-氧代 -1H-氮杂卓 -1-甲酰胺 ];己内酰胺封端的异佛尔酮二异氰酸酯三聚体",68975-83-7,"按生产需要适量使用  1(以异氰酸根计 ,QM) 15(以己内酰胺计 );ND(以异氰酸根计 ,DL=0.01mg/kg) 4;17",,,,,
A2,FCA0532,"N ,N'-1,2-乙二基双十八 (碳 )酰胺",110-30-5,按生产需要适量使用,,,,,
A2,FCA0543,"N ,N-二乙基乙醇胺",100-37-8,按生产需要适量使用  0.05(SML),,,,,
A2,FCA0548,N-甲基 -N-乙烯基乙酰胺,3195-78-6,按生产需要适量使用  0.02(SML),,,,,
A2,FCA0559,"α,α'-[1,4-二甲基 -1,4-双 (2-甲基丙基 -2-丁炔 -1,4-二基 ]双 [ω-羟基 -聚 (氧 -1,2-乙二基 )]",9014-85-1,按生产需要适量使用  30 2,,,,,
A2,FCA0561,α-9-(Z )-十八烯酰 -ω-羟基聚 (氧乙烯 ),9004-98-2,2,,,,,
A2,FCA0565,"α-磺基 -ω-(壬苯氧基 )聚 (氧 -1,2-乙二基 )与 2-氨基乙醇的化合物",51617-74-4,"按生产需要适量使用  ND(壬基酚 :SML,DL=0.01mg/kg)",30,2,,,
A2,FCA0566,"α-磺基 -ω-(壬基苯氧基 )聚 (氧基 -1,2-二乙基 )支链铵盐",68649-55-8,按生产需要适量使用,,,,,
A2,FCA0567,"α-磺基 -ω-羟基聚 (氧 -1,2-乙二基 )C12~C14-烷基酯钠盐",68891-38-3,按生产需要适量使用  30 2,,,,,
A2,FCA0570,α-甲基苯乙烯与苯乙烯的共聚物,9011-11-4,按生产需要适量使用,,,,,
A2,FCA0574,"α-十三烷基 -ω-羟基 -聚 (氧 -1,2-亚乙基 )(支链 )",69011-36-5,按生产需要适量使用,,,,,
A2,FCA0581,巴西棕榈蜡,8015-86-9,按生产需要适量使用,,,,,
A2,FCA0582,白矿物油,8042-47-5,按生产需要适量使用 平均分子量不低于 480。100℃时运动黏度不低于 8.5-6m2/×10s。矿物碳氢化合物碳原子数少于 25的物质不高于 5%(质量分数 ),,,,,
A2,FCA0583,白土处理的矿脂 (白矿物油 ),100684-33-1,按生产需要适量使用,,,,,
A2,FCA0584,苯酚,108-95-2,按生产需要适量使用  3(SML),,,,,
A2,FCA0585,苯酚与甲醛的聚合物,9003-35-4,按生产需要适量使用  15 15,,,,,
A2,FCA0586,苯酚与甲醛和缩水甘油醚的聚合物,28064-14-4,按生产需要适量使用  1(表氯醇 :QM),15,15,,,
A2,FCA0587,苯基三乙氧基硅烷与 (硅氧烷和聚硅氧烷 )的凝聚物,72480-33-2,按生产需要适量使用,,,,,
A2,FCA0592,苯乙烯,100-42-5,按生产需要适量使用,,,,,
A2,FCA0593,苯乙烯、丙烯酸乙基己基酯、丙烯酸丁酯的聚合物  — 按生产需要适量使用  0.05(丙烯酸乙基己基酯 :SML) 6 22,,,,,,,
A2,FCA0594,"苯乙烯与 1,3-丁二烯的聚合物",9003-55-8,"按生产需要适量使用  ND(1,3-丁二烯 :SML,DL=0.01mg/kg)或","1(1,3-丁二烯 :QM)",,,,
A2,FCA0599,蓖麻油,8001-79-4,按生产需要适量使用,,,,,
A2,FCA0600,蓖麻油酸,141-22-0,按生产需要适量使用  42(SML),,,,,
A2,FCA0606,苄醇 ;苯甲醇,100-51-6,4,,,,,
A2,FCA0607,丙醇醚,25265-71-8,按生产需要适量使用,,,,,
A2,FCA0608,丙三醇,56-81-5,按生产需要适量使用,,,,,
A2,FCA0611,丙酮,67-64-1,按生产需要适量使用,,,,,
A2,FCA0613,丙烯腈,107-13-1,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg)",,,,,
A2,FCA0614,丙烯腈和丁二烯与苯乙烯的三元共聚物,9003-56-9,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);ND(1,3-丁二烯",":SML,DL=0.01mg/kg)或","1(1,3-丁二烯",:QM),,
A2,FCA0615,丙烯腈与丙烯酸 -2-乙基己酯、甲基丙烯酸和苯乙烯的共聚物,26873-77-8,"按生产需要适量使用  ND(丙烯腈 :SML,DL=0.01mg/kg);0.05(丙烯酸",-2-乙基己酯,:SML),6,,23
A2,FCA0621,丙烯酸,79-10-7,按生产需要适量使用  6 22,,,,,
A2,FCA0622,丙烯酸 -2-羟乙基酯,818-61-1,按生产需要适量使用  6 22,,,,,
A2,FCA0625,丙烯酸丁酯,141-32-2,按生产需要适量使用  6 22,,,,,
A2,FCA0626,丙烯酸丁酯与苯乙烯的共聚物,25767-47-9,20 6 22,,,,,
A2,FCA0634,丙烯酸丁酯与甲基丙烯酸丁酯、甲基丙烯酸和甲基丙烯酸甲酯的共聚物,26184-07-6,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A2,FCA0636,丙烯酸丁酯与甲基丙烯酸和甲基丙烯酸甲酯的共聚物,25035-69-2,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A2,FCA0637,丙烯酸丁酯与甲基丙烯酸甲酯和苯乙烯的共聚物,27136-15-8,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A2,FCA0641,丙烯酸甲酯,96-33-3,按生产需要适量使用  6 22,,,,,
A2,FCA0646,丙烯酸乙酯,140-88-5,按生产需要适量使用  6 22,,,,,
A2,FCA0653,丙烯酸与苯乙烯的共聚物,25085-34-1,按生产需要适量使用  6 22,,,,,
A2,FCA0659,丙烯酸与丙烯酸丁酯、甲基丙烯酸和苯乙烯的共聚物,25120-19-8,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A2,FCA0663,丙烯酸与丙烯酸丁酯和甲基丙烯酸甲酯的共聚物,26300-51-6,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A2,FCA0664,丙烯酸与丙烯酸钠的聚合物,9033-79-8,按生产需要适量使用  6 22,,,,,
A2,FCA0669,"2-丙烯酸与 1,1-二氯乙烯和丙烯酸甲酯的聚合物",26124-53-8,"按生产需要适量使用  5(1,1-二氯乙烯 ,QM)或 ND(1,1-二氯乙烯 :SML,DL=0.01mg/kg)",6(以丙烯酸计 ),22,,,
A2,FCA0680,玻璃棉 ;玻璃纤维,65997-17-3,1,,,,,
A2,FCA0688,的二甲基、甲基乙烯基 (硅氧烷与聚硅氧烷 ),68951-99-5,按生产需要适量使用,,,,,
A2,FCA0695,碘化钠,7681-82-5,按生产需要适量使用  1 6,,,,,
A2,FCA0696,碘化亚铜,7681-65-4;1335-23-5,按生产需要适量使用  1 6 铜元素 SML应符合附录 C规定,,,,,
A2,FCA0697,淀粉,9005-25-8,按生产需要适量使用,,,,,
A2,FCA0701,丁醇,78-83-1;78-92-2,; 按生产需要适量使用,,,,,
A2,FCA0704,丁基化苯并三聚氰二胺与甲醛的聚合物,68002-26-6,按生产需要适量使用  5mg/dm2(丁基化苯并三聚氰二胺 :QM),15,15,,,
A2,FCA0705,丁基邻苯二甲酰基乙醇酸丁酯 (BPBG),85-70-1,40 生产的材料或制品仅用于接触非脂肪性食品,,,,,
A2,FCA0707,丁酮,78-93-3,按生产需要适量使用,,,,,
A2,FCA0709,丁香酚,97-53-0,"按生产需要适量使用  ND(SML,DL=0.01mg/kg)",,,,,
A2,FCA0710,煅烧高岭土,92704-41-1;66402-68-4,按生产需要适量使用,,,,,
A2,FCA0712,对二氯苯,106-46-7,按生产需要适量使用  12(SML),,,,,
